,Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Original_medal,Gold,Silver,Bronze,Athlete_Team,Original_gold_winner,New_medal
4486,Los Angeles (1984),1984,Athletics,Athletics,Sherryl Frances Howard,USA,Women,4x400m relay women,Gold,1,0,0,Sherryl Frances Howard (USA),Lillie Mae Leatherwood-King (USA),Gold
4487,Los Angeles (1984),1984,Athletics,Athletics,Lillie Mae Leatherwood-King,USA,Women,4x400m relay women,Gold,1,0,0,Lillie Mae Leatherwood-King (USA),Valerie Ann Brisco-Hooks (USA),Gold
4488,Los Angeles (1984),1984,Athletics,Athletics,Lillie Mae Leatherwood-King,USA,Women,4x400m relay women,Gold,1,0,0,Lillie Mae Leatherwood-King (USA),Chandra Danette Cheeseborough (USA),Gold
4489,Los Angeles (1984),1984,Athletics,Athletics,Lillie Mae Leatherwood-King,USA,Women,4x400m relay women,Gold,1,0,0,Lillie Mae Leatherwood-King (USA),Sherryl Frances Howard (USA),Gold
4490,Los Angeles (1984),1984,Athletics,Athletics,Lillie Mae Leatherwood-King,USA,Women,4x400m relay women,Gold,1,0,0,Lillie Mae Leatherwood-King (USA),Lillie Mae Leatherwood-King (USA),Gold
4508,Los Angeles (1984),1984,Athletics,Athletics,Said Aouita,MAR,Men,5000m men,Gold,1,0,0,Said Aouita (MAR),Said Aouita (MAR),Gold
4511,Los Angeles (1984),1984,Athletics,Athletics,Raul Gonzalez,ESP,Men,50km walk men,Gold,1,0,0,Raul Gonzalez (ESP),Raul Gonzalez (ESP),Gold
4514,Los Angeles (1984),1984,Athletics,Athletics,Joaquim Cruz,BRA,Men,800m men,Gold,1,0,0,Joaquim Cruz (BRA),Joaquim Cruz (BRA),Gold
4517,Los Angeles (1984),1984,Athletics,Athletics,Doina Besliu-Melinte,ROU,Women,800m women,Gold,1,0,0,Doina Besliu-Melinte (ROU),Doina Besliu-Melinte (ROU),Gold
4520,Los Angeles (1984),1984,Athletics,Athletics,Daley Thompson,GBR,Men,decathlon men,Gold,1,0,0,Daley Thompson (GBR),Daley Thompson (GBR),Gold
4523,Los Angeles (1984),1984,Athletics,Athletics,Rolf Danneberg,GER,Men,discus throw men,Gold,1,0,0,Rolf Danneberg (GER),Rolf Danneberg (GER),Gold
4526,Los Angeles (1984),1984,Athletics,Athletics,Ria G. Stalman,NED,Women,discus throw women,Gold,1,0,0,Ria G. Stalman (NED),Ria G. Stalman (NED),Gold
4529,Los Angeles (1984),1984,Athletics,Athletics,Juha Tiainen,FIN,Men,hammer throw men,Gold,1,0,0,Juha Tiainen (FIN),Juha Tiainen (FIN),Gold
4532,Los Angeles (1984),1984,Athletics,Athletics,Glyniss Leanne Nunn-Saunders-Cearns,AUS,Women,heptathlon women,Gold,1,0,0,Glyniss Leanne Nunn-Saunders-Cearns (AUS),Glyniss Leanne Nunn-Saunders-Cearns (AUS),Gold
4535,Los Angeles (1984),1984,Athletics,Athletics,Dietmar Mögenburg,GER,Men,high jump men,Gold,1,0,0,Dietmar Mögenburg (GER),Dietmar Mögenburg (GER),Gold
4538,Los Angeles (1984),1984,Athletics,Athletics,Ulrike Meyfarth,GER,Women,high jump women,Gold,1,0,0,Ulrike Meyfarth (GER),Ulrike Meyfarth (GER),Gold
4541,Los Angeles (1984),1984,Athletics,Athletics,Arto Harkonen,FIN,Men,javelin throw men,Gold,1,0,0,Arto Harkonen (FIN),Arto Harkonen (FIN),Gold
4544,Los Angeles (1984),1984,Athletics,Athletics,Teresa Sanderson,GBR,Women,javelin throw women,Gold,1,0,0,Teresa Sanderson (GBR),Teresa Sanderson (GBR),Gold
4558,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4559,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4560,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4561,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4562,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4563,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4564,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4565,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4566,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4567,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4568,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4569,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,10,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4570,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4571,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4572,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4573,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4574,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4575,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4576,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4577,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4578,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4579,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4580,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4581,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4582,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4583,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4584,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4585,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4586,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4587,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4588,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4589,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4590,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4591,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4592,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4593,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4594,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4595,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4596,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4597,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4598,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4599,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4600,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4601,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4602,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4603,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4604,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4605,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4606,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4607,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4608,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4609,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4610,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4611,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4612,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4613,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4614,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4615,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4616,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4617,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4618,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4619,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4620,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4621,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4622,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4623,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4624,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4625,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4626,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4627,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4628,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4629,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4630,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4631,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4632,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4633,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4634,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4635,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4636,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4637,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4638,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4639,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4640,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4641,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4642,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4643,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4644,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4645,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4646,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4647,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4648,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4649,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4650,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4651,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4652,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4653,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4654,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4655,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4656,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4657,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4658,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4659,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4660,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4661,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4662,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4663,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4664,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4665,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4666,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4667,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4668,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4669,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4670,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4671,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4672,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4673,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4674,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4675,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4676,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4677,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4678,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4679,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4680,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4681,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4682,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4683,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4684,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4685,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4686,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4687,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4688,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4689,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4690,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4691,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4692,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4693,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4694,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4695,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4696,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4697,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4698,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4699,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4700,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
4701,Los Angeles (1984),1984,Athletics,Athletics,Carl Lewis,USA,Men,long jump men,Gold,1,0,0,Carl Lewis (USA),Carl Lewis (USA),Gold
